text,Label
Hey been waiting for almost a month for a refund on a damaged item you sent. Customer service was useless so did chargeback on . You have just lost a customer...,-1
I should’ve put the chipotle bowl I just had on my Amex. That way I could’ve disputed that nasty ass shit I just ate.,-1
Really starting to question whether the giant corporation that is AmEx has its shit together as I am waiting on hold to speak to the 4th person of the night after trying to resolve an issue that I've been calling about since DECEMBER. Close to losing me.,-1
I don't know. It was a bullshit post I let out. I doubt I can maintain an Amex. But this 2nd CC would be for emergencies,-1
"my fucking flashlights not working on my iPhone all of a sudden; Amex won’t pick up phone; I’m hungry for salmon, rice, and eggs.",-1
No need to reply. Amex made me make a payment and received one in the mail. Bad customer service during this time means changing credit cards. Adding stress during this time is unacceptable.,-1
"Dear You brand of ""support"" for small businesses during this crisis is abyssmal. Pulling the rug out from underneath someone you admit is a good risk, now?. WTH is wrong with you guys? See ya!",-1
Girl Amex is gone be like “bitch would u like it in the form of statement credit or a refund to your bank” .. instantly. Lol trash.,-1
I have a question. How long does it take for american express serve to send back my federal tax refund? My card got suspended for what reason? Have no idea! I need to know because this is my money you guys are playing with! I will speak to my lawyer. CantHoldMyMoney,-1
"and to make matters worse, after over an hour on the phone - all of the sudden the hold music stopped and I was hung up on. I've used y'all as a best practice for customer service, but you've broken my trust in really damning ways for your company.",-1
cancelled arbitration & sent the case back to court. THE CASE SHOULD NEVER HAVE GONE FORWARD AS AMERICAN EXPRESS HAS NO RIGHT TO SUE TO BEGIN WITH DAHHHHHH CLURT HAS AS I ANTICIPATED ALREADY BEEN UNFAIR AS I FILED SUITS AS I AM FED UP WITH BEING FUCKED IN A WAY I DO NOT ENJOY,-1
How long is this shit suppose to go on?! Can’t even get gas. And I can’t transfer money or do a cash pickup,-1
Ppl who use American Express Serve/Bluebird accounts havent had access to their money since last Wednesday. Not even access to our regular money that we already had in there. They closed their customer service down as well and Amex is just saying 'oops our bad we lost your money',-1
people are desperate - offer use of your cards INTEREST FREE until people get their government checks - please! Help out and do the right thing! The world will remember your generosity!,-1
AmEx quarterly profit plunges 76per cent on US$1.7 billion reserve build,-1
Charged! Not changed. It’s over $400. American Express is canceling it but I’d love to get my account fixed ASAP!,-1
"flat out refused a refund despite me reading the guidance to the customer service rep. I called and despite having both protection on my card for covered cancellations and purchased an additional travel insurance policy, they refused to refund.",-1
"AMEX IS THE WORST- TWO HOURS bounced around to five people three departments -- lot of talk no action -- compared to how helpful CHASE VISA, BofA VISA and Citi - AMEX IS THE WORST!!!!",-1
"PART 2 after 30 years you can't remove $65.00 during a pandemic. Hey yah maybe I put new acct number in but has the kingdom gotten so big Amex you can't be human so disappointing,",-1
Hey -- Why won't you shut down or at least suspend to investigate a money pool that compromised my AMEX and attempted to defraud me last night? 4-5 emails later and your customer support people don't seem to care that the list of people contributing to (1 of 2),-1
still can’t get through to it has been DAYS. No one answers and the app and site aren’t working. People have bills to pay,-1
The point is that neither relevant market or market share is a platonic truth. They depend on the conduct at issue. An overlooked problem with the AMEX decision is not that the Courts botched detour into economics obfuscated rather than clarified the central issue.,-1
The junk bond market went from panic selling to panic buying in about two months of trading. The junk bond market can serve as a gauge for risk appetite or the level of faith investors have in risky high yield debt. Chart the HYG ETF here:,-1
Wifey said get started with mY fish fry.. OH DAMM I SAID.. when I'm BAD I'M SOOOOO SOOOO BAD‼️,-1
Amex is a pathetic scumbag company,-1
There are thousands of people right now that can't access their AMEX BlueBird accounts. I finally got through at 4 in the morning and was given a number to a line that ISN'T IN OPERATION! A working phone number for support is needed!,-1
"Ohh no, someone charged us back $7500 basically 4 months of service all at once, we lost the chargeback to amex and have to sue the customer now for chargeback fraud",-1
American Express quarterly profit plunges 76 per cent,-1
I applied for PPP in the online portal. Next day I got an email explaining that AMEX needed additional info and to log in and provide it. I logged into the portal and it didn’t state what additional info you needed 1/2,-1
Ridiculous ! Walmart says my shipment was in Orlando as of April 7. It’s now April 20 and it has still not been delivered and now it’s marked delayed! No one is responding to inquiries. Fake tracking? Postal issues? About to open dispute with AMEx.,-1
I just got off the phone with a supervisor! I was told in order to qualify I could not be in an active status. It only applied to activated Soldiers. Direct contradiction to your press,-1
"""Discover, Capital One, American Express Co., JPMorgan Chase & Co. and other card issuers have together socked away billions of extra dollars to prepare for big potential loan losses.""",-1
"""In this case, those groups are actually one and the same: State taxpayers are also federal taxpayers. In short, bailing out states with federal tax dollars is akin to using your American Express card to pay off your Visa.""",-1
Shame on you working with scumbag you sold out your words mean nothing,-1
"100 000+ TPS - Ripple's scaling solutions designed to be deployed from the beginning BoA, Santander, Standard Chartered, American Express...",-1
Awe hell no. I fucking can’t. I’m soo annoyed,-1
lied to me about a payment plan option for my small business and now has cut off my personal card. My payment plan was not honored,-1
"Market Snapshot: Dow struggles for foothold higher and heads for weekly loss, as investors weigh earnings, coronavirus outlook",-1
Agreed! I've been dealing with this for years. It seems the Amex feels their prepaid customers are bottom of the barrel and not worth good customer service.,-1
says & by cardholders fell 95%,-1
Americans are LITERALLY starving here in Florida. What can you do to get people their money who use your SERVE card? They won't answer the phone. Locked out of the website and we can't even get a tweet from you?,-1
Antipedo's rels in Paris and Khashoggi's in Tahoe were in Epstein's roladex. Antipedos in the case that ran behind David Boise' Amex Case were lucky to get charges on Ravelo and 'Fraud on the Court' into the Sentencing Memo.,-1
"anyways, tmrw I’m throwing a couple thou over to Amex and locking my debit card bc this is sure as hell gonna be the last thing I purchase during this paycheck-less mfing quarantine",-1
"Arrest and punish all greedy owners of VISA, MasterCard, Discover and American Express who extorted trillions of dollars in very high interest income from credit card users. The maximum interest rate must be fixed at ONE percent for all credit card debts through anti-usury laws.",-1
"Bloomberg news: American Express is blaming their losses on a ""national stay at home order?""  did I miss that executive order? Of course that is what should have done in Feb for 30 days...but failed to do so",-1
"chargebacks are hard to win, we just had someone commit chargeback fraud against us for close to $10,000. having to handle it in court. we lost the disputes, amex is nearly impossible to beat even when you have indisputable evidence.",-1
Damn you guys are still charging the $550 fee for the platinum card with what is going on now even though most of the perks are useless right now?,-1
American Express $AXP Tops Q1 EPS by 50c; Warns COVID-19 'Dramatically' Impacted Volumes,-1
Delta Denies Discussing Big Sale Of Miles To American Express To Raise Cash via,-1
Directional Bias for American Express $AXP Trading Report Click for Details,-1
"do the corporate bigwigs know that the AMEX Serve brand is 100% down ?? No access to money , and no one answers at customer service?? I get my paycheck deposited on This not just my stimulus",-1
"It is also a direct consequence of the Trump Admin's problematic personnel: PPP is being led by a former executive of an investment bank (a bank whose clients include American Express, Morgan Stanley, Goldman Sachs, Chevron, and General Electric) (4/6)",-1
"It is also a direct consequence of the Trump Admin's problematic personnel: PPP is being led by a former executive of an investment bank (a bank whose clients include American Express, Morgan Stanley, Goldman Sachs, Chevron, and General Electric) (4/6)",-1
easier said than done. The amount of time and energy it takes is not really worth it. Especially if the buyer has used Amex.,-1
Everyone stay away from they r scam and thieves for american express stealing everyone's money ..pressure charges against them,-1
"Finalmente pagué con American Express. Es imposible pagar c/BBVA. El recibo de multipagos con folio de pago , QR lo recibí por email. Sin embargo el estatus aparace que el monto a pagar es todavía $245 , y el ""Estado del recibo"" indica ""Pagado"". Por qué no hacen las cosas bien.",-1
Getting so sick of the race card. People pull it out like a Black Amex and throw it on the counter. Its the Boy who cried wolf it has little effect these days because it was used when it didn't need to be. Now if someone uses it for actual race issues it falls on def ears.,-1
Had the pleasure of working with your dad Amex. Great guy.. Sad to see that you’ve turned out to be a pompous condescending self inflated bag of wrong again swamp gas..,-1
have been with Amex for 20 years and have been given false information on payment plans for my small business. NO HELP,-1
"Having done all three extensively, Hyatt is pretty amazing, but just not enough location.",-1
"American Express is set to report tomorrow, and options traders are betting on a big bounce from the beaten down financial services company. lays down the trade. $AXP",-1
"It is also a direct consequence of the Trump Admin's problematic personnel: PPP is being led by a former executive of an investment bank (a bank whose clients include American Express, Morgan Stanley, Goldman Sachs, Chevron, and General Electric) (4/6)",-1
reducing customers credit limits during this time of crisis in America is a not very professional move especially customers that pay.,-1
"Here's one that hasn't been answered by ANYONE. I updated my d.d account on the 15th at 5am PST bcuz I used JH with a ral 2 b d.d to a serve American Express card, didn't have my return info which is why I needed to input my d.d been stuck here since the 16th? U no why?",-1
"Hey I’ve been on hold since 8:23, do y’all care? Can you get one of your agents to check back in? What we doing???",-1
Hey remember those twenty years before six months ago when you had a great online platform and good customer service? Can we go back to that soon? I'd hate to have to stop using your card. Thanks - your unhappy friend Paul,-1
"hi, i've been having issues accessing amex offers on the desktop website for a while now - is this a known issue? i can view them on the ios app but that one is limited to 50 offers at a time so i can't see new ones",-1
Dow futures pull back as investors await results from Verizon and AmEx,-1
"Hmmm, maybe not criminal, exactly. It’s a reloadable debit card so the person is not a customer. It seems that they won’t expend any effort for these people. I’m quite disappointed.",-1
I am very sorry to hear about this and would like to see if I can address your concern further. Is this regarding an American Express card issued in the U.S. or India?,-1
Dow futures pull back as investors await results from Verizon and AmEx,-1
I can't get mine cuz y'all sent it to t dumb card in serve with we can't get or money they locked us all out of our serve cards,-1
"I have a client who is trying to pay my Paypal invoice using their personal American Express card. When they try to process the payment, Paypal responds by asking for a photo ID and by saying ""could not complete payment. Check your account or contact us."" Suggestions?",-1
I’ve already done this FOUR times last week and EACH time I’m PROMISED it’s fixed AND THEN I GET DECLINED. I don’t trust Amex even though I’ve had a perfect payment history with you for 15 years.,-1
"If you have AMEX, you can proceed to our ""standard rebill signup"" and get credentials automatically same as before. only VISA/Master are rejected by Them. Please check and try!",-1
"Citigroup, JP Morgan Chase, Wachovia/Wells,Fargo, HSBC Holdings, ING Bank, Standard Chartered, American Express Bank International, and not a few others, have a common bond beyond ranking among the largest banks in the world. All fail to follow money laundering laws.",-1
"Trying to book a car, seeing your test locations instead. Maybe don't test in prod?",-1
"Stock futures were in the green Friday morning, positioning the market for a comeback after a week of volatility spurred by lower oil prices.",-1
"If your Hotstar stopped working in the last month, there’s a good chance it’s because you used Amex which is no longer supported. I have a fully tested workaround for this! Stay tuned",-1
I'm changing my bank asap. American Express is the worst bank to deal with.,-1
"Sorry, , I'm unhappy with you. Promised a welcome bonus for my Amex Hilton & then never received it. That's dishonest.",-1
Can’t wait to get that black American Express so I can show them white folks how to really pull the race card,-1
"American Express is set to report tomorrow, and options traders are betting on a big bounce from the beaten down financial services company. lays down the trade. $AXP",-1
Kim Carter I am trying to buy a laptop with zero support from the call I made yesterday. So I compared on line today and chose one with all the support etc. The bank thought the charge was fraud on my visa. You didn’t tell me that so I put in my American Express,-1
"American Express is set to report tomorrow, and options traders are betting on a big bounce from the beaten down financial services company. lays down the trade. $AXP",-1
I just disputed it with Amex I suggest you do the same with your bank. Looks like the only option available,-1
I am legit impressed by anyone who is in a position to potentially be affected by this.,-1
"Marriott Cancellation Policy Change, How To Keep Membership Rewards When You Cancel AMEX, Will Bedbugs Die Without Us In Hotels?, & More! via",-1
"Market Snapshot: Dow ends Friday on a high note as tech and financial stocks rally, but stock market snaps weekly win streak",-1
Can't wait to find out that McConnell successfully snuck some provision into this that grants prima nocta rights to anyone with a black Amex,-1
Terrible. Any opportunities to reuse later?,-1
"Nit: The piece argues that Amex fails by accounting for interdependent pricing at the market-definition stage. Agreed. WAAAY too early. But a reasonable middle ground, not mentioned here, would be to consider ""offsets"" at the efficiency stage, shifting the burden to defendants.",-1
: American Express profits sink 76%,-1
"Not getting ripped off by delta. Lost my companion certificate and got an ""ecredit"". Not making it worth my while to stay with Delta or having the delta amex card. Lost a loyal customer.",-1
“Looking good is not better than doing good.”,-1
Part 3 I am a small business in time of nat'l crisis my business unlike yours is stopped cold so this is how you help? Where's the humanity,-1
American Express $AXP first-quarter results miss estimates.,-1
I just disputed the charge with Amex. Looks like the only option available,-1
"Stock futures were in the green Friday morning, positioning the market for a comeback after a week of volatility spurred by lower oil prices.",-1
"Realized an older e-mail account that I stopped using was hacked. I used to have my Amex, Facebook, Walmart and an old Twitter account attached to it, and that's where I've had some hackers trying to get access and buy/order things.",-1
"Sad. Noticed the new issue of was not just with few ads but tacked on a month, so the Amex Platinum Card magazine is now bi-monthly. It’s now the May/June issue.",-1
"I'm not sure I want another Amex product. It's not the charge, it's that they claim ""We would have refunded had you only called a few days earlier."" Squeezing fees out of people during an economic downturn is repulsive.",-1
"Stay tuned, we’ll be sharing more details in the coming weeks about how Card Members can maximize their membership during this time, including extra support to help select Card Members with travel-focused Cards whose travel plans may be paused.",-1
still denied access on after paying my balance. Complete sham. No help during,-1
"Amex sent me my statement, I responded with “WTF??”.. Their move.",-1
AmEx quarterly profit plunges 76% on $1.7 billion reserve build,-1
This is fun. I got my card in the mail... so I went online to activate and they said I gotta call ... so then I call... and they have a message that says to do it online .. so fun,-1
reducing customers credit limits during this time of crisis in America is a not very professional move especially customers that pay.,-1
Sephora Nordstrom eBay Google Play Steam Nike Amex *All Needed at Best Market Rates *,-1
AmEx quarterly profit plunges 76% on $1.7 billion reserve build,-1
The 2018 Supreme Court ruling that American Express did not violate federal antitrust law has inspired debate among scholars over the court’s economic analysis. Read more in the System Research Briefing:,-1
The 717 Is Delta Air Lines’ Biggest Small Problem. Can It Swap Them For 100 737 MAX Aircraft? - Forbes ⁦⁩ If Delta switches to using unsafe Max737 you should have to refund our Amex cards and give us cash for our miles! This is bullshit!,-1
The Dow’s Gains Fade Away as More Grim Economic News Lands,-1
The junk bond market went from panic selling to panic buying in about two months of trading. The junk bond market can serve as a gauge for risk appetite or the level of faith investors have in risky high yield debt. Chart the HYG ETF here:,-1
The led to a three-quarters drop in profit at in the first quarter as its customers stopped spending on travel and entertainment and it piled $1.7bn into reserves to cover expected defaults.,-1
Year-to-date Performance (% vs USD): Amazon: +28.53% Gold: +11% PayPal: +3.4% Nasdaq: +1.5% : -0.7% Apple: -3.46% Google: -4% S&P 500: -10.4% Berkshire Hathaway: -15.6% Chevron: -27% American Express: -29% Delta Air Lines: -58% Royal Caribbean Cruises: -71.6%,-1
"The only debt I have I'm holding on to deliberately. If I lose my only installment loan, my score will plummet. I don't have any American Express cards, but why?",-1
"The virus chips away at Intel's outlook, and DraftKings bets on a successful Wall Street debut - today's stocks to watch: $INTC $DKNG",-1
"The week from and loyalty is the theme. Happily for HQ, it has seen them raise $1bn through point pre-sales to But there is more than a waft of unfairness amongst owners that this corporate gain may not ...",-1
Year-to-date Performance (% vs USD): Amazon: +28.53% Gold: +11% PayPal: +3.4% Nasdaq: +1.5% : -0.7% Apple: -3.46% Google: -4% S&P 500: -10.4% Berkshire Hathaway: -15.6% Chevron: -27% American Express: -29% Delta Air Lines: -58% Royal Caribbean Cruises: -71.6%,-1
"$AXP enters a Downtrend because Momentum Indicator dropped below the 0 level on April 21, 2020. View odds for this and other indicators:",-1
I am having trouble paying off an old debt to Amex. I don’t have full number and I’m getting no where,-1
"American Express has lowered the interest rate on my savings account twice in the past month, but not on my credit card. Def looking for a new savings bank , because this is bullshit.",-1
their lounges and now I find out my uber credits didn't apply for 2 months because of their security breach changing my card number. Funny how you can still be charged through your old number but this doesn't work. Nobody told me that and who thinks about it?,-1
they could have also dropped the interest rates on credit cards so places like and weren't gouging American citizens with their terrible rates during a pandemic.,-1
They should bring in AmEx to consult on salad oil storage.,-1
Me: Looks at my amex bill and realizes I need to stop spending money cause I’m poor Me 5 minutes later: Opens Seamless and orders surf and turf from Del Friscos,-1
American Antitrust Institute: It Is Time to Abandon Amex and Start Over on Two-Sided Markets (warning: highlights might be forthcoming as I am very jacked over this title),-1
AmEx quarterly profit plunges 76% on $1.7 billion reserve build,-1
AmEx quarterly profit plunges 76%,-1
This IS BS. YOU GUYS WON'T EVEN ANSWER THE PHONE AT SERVE! YOUR OWN PEOPLE SRE SCARED and HUNGRY and YOU HIDE BEHIND CLOSED DOORS AND UNANSWERED PHONE CALLS. TALK TO US! WHAT YOU ARE DOING IS CRIMINAL.,-1
$AXP AmEx quarterly profit plunges 76% on $1.7 billion reserve build,-1
This is bullshit,-1
This is true! In 2008 pulled $1m capital facility from me 2 weeks after Lehman collapse ...caused massive problems for . never used Amex since and take every chance to share how horrible they are. A great brand in terminal decline (no pun intended),-1
"this might be a dumb question, but I am expecting some large refunds for services canceled due to covid-19 to a card that I use infrequently. Is it possible to have this paid out in cash instead of having a credit balance on my account?",-1
"$AXP enters a Downtrend because Momentum Indicator dropped below the 0 level on April 21, 2020. View odds for this and other indicators:",-1
Amex To Cut Spending By $3 Billion In 2020 via,-1
This seems like a terrible purchase from the beginning.,-1
thousands of people need their money but yet you guys don't give two shits I hope someone brings a lawsuit against American Express and serve card I believe you guys are literally holding our money hostage,-1
Today’s Digital Transactions News: Blackhawk’s Rewards Ambitions; Covid-19’s Impact on Adyen; AmEx Launches ‘Stand for Small’ Group,-1
AmEx quarterly profit plunges 76%,-1
AmEx quarterly profit plunges 76% on $1.7 billion reserve build,-1
Too bad you can’t transfer one nigga being hung up on you to a different one like paying off a visa w ya busted amex,-1
"Toyota , Allstate, AT&T, txu energy, t-mobile, Texas Apartment Association, Reliant Energy, Amex Express, Forever 21, Victoria Secret, All these companies say they want they money right now. Why don’t human life matter?",-1
"$AXP enters a Downtrend because Momentum Indicator dropped below the 0 level on April 21, 2020. View odds for this and other indicators:",-1
Unk schooled ain’t even gotta tell em punch the last foe .. kan show you what to do w this Amex & disco,-1
"$AXP: Issued Press Release on April 24, 07:00:00: American Express Reports First-Quarter Revenue of $10.3 Billion and Earnings Per Share of $0.41",-1
AmEx to cut spending by $3 billion to survive virus-hit economy,-1
so my account had fraud over a week ago and I still am not able to log into my account to get it resolved or access funds.,-1
AmEx to cut spending by $3 billion to survive virus-hit economy,-1
super cool of you guys to lower people's spending limits during this. super super cool.,-1
AmEx to cut spending by $3 billion to survive virus-hit economy,-1
AmEx to cut spending by $3 billion to survive virus-hit economy,-1
AmEx to cut spending by $3 billion to survive virus-hit economy,-1
AmEx to cut spending by $3 billion to survive virus-hit economy,-1
"While companies including Chase, Bank of America and even Citi are providing easy online requests for deferred credit card payments, is busy decreasing credit limits. “Right Behind You”? To what, push us over the financial cliff?",-1
"American Express $AXP Releases Quarterly Earnings Results, Misses Expectations By $0.05 EPS",-1
why are you guys locking accounts and not allowing people acces to there funds during a pandemic? My account had been locked due to fraud for a week and I still cannot access my money or reach anyone.,-1
Market Snapshot: Dow futures pull back as investors await results from Verizon and AmEx,-1
Why can’t I get ahold of a customer service rep at American Express Serve? There are $260 worth of fraudulent charges on my account and I have NO WAY to report it. They “aren’t taking calls at this time” - for the past 4 days.,-1
yea you could say i’m a scammer...swiped my dads amex today and bought me and my slimes new fortnite skins for this travis show tonight,-1
"Yes, I had electronic transfer that was suppose to deposit cash into serve account. Unfortunately the transfer was declined and has caused the other bank account to lock. Now I need Amex documentation sent to bank unlock my account",-1
You should check to make sure you completed the attestations correctly—there’s a bunch of questions at the end of the application and you might have hit the wrong box.,-1
"Nit: The piece argues that Amex fails by accounting for interdependent pricing at the market-definition stage. Agreed. WAAAY too early. But a reasonable middle ground, not mentioned here, would be to consider ""offsets"" at the efficiency stage, shifting the burden to defendants.",-1
"American Express $AXP Releases Quarterly Earnings Results, Misses Expectations By $0.05 EPS",-1
“American Express more than tripled its provision for credit losses and its chief executive said the coronavirus pandemic weighed on cardholder spending.”,-1
Market Snapshot: Dow futures pull back as investors await results from Verizon and AmEx,-1
Market Snapshot: Dow futures pull back as investors await results from Verizon and AmEx,-1
"There's never a dull moment in Marketing 3104! Thank you so much to our latest Zoom speaker, Anne Love, Director of Marketing at and beloved member of our Marketing Advisory Board. Learn more about our wonderful board members at:",-1
"I decided to stop by today, got to my boo, Also this guy. I ordered my drink, pulled out my Amex and the the barkeep, Victoria Valez, ex cop and all around racist, pulled out a knife and demanded I take off my shoes and fight her. New policy?",-1
Question of the Day - Is it worth the effort to get the Hilton Ascend credit card that can be linked to Wyndham Diamond and Caesars Diamond status rewards cards?,0
Today’s Digital Transactions News: T&E Plunge Hammers AmEx; PayFac Volume To Hit $4 Trillion by 2025; Plus Weekly Recap,0
"Bet prediction on Brighton & Hove – Man City: MATCH DETAILS: Location: Brighton, AMEX…",0
"Win big at The Charity Texas Hold'em Tournament! Grand prize winner gets a $10,000 entry into the 2020 Main Event. Final table prizes for 2nd-9th place include AMEX gift cards. See our website for more details .",0
Trivia Contest Sponsored by AT&T Palace Center. Participate in this contest for the chance to win a $25 American Express Gift Card! The rules are simple. Answer all 8 questions correctly as…,0
"Another PPP lender alternative: if you’re with AmEX, they are accepting PPP applications for submission when the SBA portal reopens. They just launched this last night.",0
"Another PPP lender alternative: if you’re with AmEX, they are accepting PPP applications for submission when the SBA portal reopens. They just launched this last night.",0
Trivia Contest Sponsored by AT&T Palace Center. Participate in this contest for the chance to win a $25 American Express Gift Card! The rules are simple. Answer all 8 questions correctly as…,0
"Another PPP lender alternative: if you’re with AmEX, they are accepting PPP applications for submission when the SBA portal reopens. They just launched this last night.",0
I was trying to date yes I hope you do have money I need it to be an American Express because then somewhere in your life you’re legitimate! And you already served your time with the feds I don’t have to lose out on my love!!,0
TBS is holding a sweepstakes for Friends until May 18. The grand prize winner gets a $500 American Express gift card and the complete series digitally.,0
"We know your needs may be changing during this time & we’re focused on serving you efficiently. If you haven’t already, you can set up your online account at or download our app at for statements, profile updates & more. Terms apply",0
"~Tobacco Plaza's Temporary Hours~ Our hours continue to be 11 AM - 8 PM, Monday thru Sunday,for Cigar Delivery ($50 min) and Curbside Pickup. We take Venmo and Paypal, Visa, MC and Amex Stay safe friends we'll see…",0
Shelli Diamond: Is the American Express Green Card Worth Its Annual Fee? Saving Money 954-642-4353,0
Yup. I was asked to sub for regular ESPN host Sir Jackie Stewart. I thought “Easy. Fast track; we’ll be done in 90 minutes.” Two red-flag starts and four hours or so later our producer had put thousands of dollars worth of satellite time on his Amex card to keep us on the air.,0
"American Express Unveils New Card Face for Platinum Credit Card - Get 65,000 Bonus Membership Rewards Points With Welcome Offer via",0
Yup. I was asked to sub for regular ESPN host Sir Jackie Stewart. I thought “Easy. Fast track; we’ll be done in 90 minutes.” Two red-flag starts and four hours or so later our producer had put thousands of dollars worth of satellite time on his Amex card to keep us on the air.,0
"~Tobacco Plaza's Temporary Hours~ Our hours continue to be 11 AM - 8 PM, Monday thru Sunday,for Cigar Delivery ($50 min) and Curbside Pickup. We take Venmo and Paypal, along with Visa, MC and Amex Be safe, keep…",0
